ticker,company,company_cn,type,date,shares,price_hkd,size_hkdm,sponsors,others,prospectus_url
"2479","Tianju Dihe (Suzhou) Technology Co., Ltd.","天聚地合（蘇州）科技股份有限公司","Global offering","20/06/2024","4818200","83.33","401.500606","CITIC","CMB; ABCI; Soochow; ICBC; CCB; SPDB; Livermore Holdings; Futu; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0620/2024062000191.pdf"
"1773","Tianli Education International Holdings Limited","天立教育國際控股有限公司","Global offering","28/06/2018","500000000","2.26","1130","CICC","Macquarie; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0628/ltn20180628097.pdf"
"9696","Tianqi Lithium Corporation","天齊鋰業股份有限公司","Global offering","30/06/2022","164122200","62.1","10191.98862","Morgan Stanley; CICC; CMB","BNP Paribas; Credit Suisse; China Galaxy; Futu; Huatai","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0630/2022063000043.pdf"
"6836","Tianyun International Limited","天韵國際控股有限公司","Global offering","24/06/2015","","","","Guotai Junan","Yuanta Securities; Ever-Long Securities; Great Roc Capital Securities; International Securities; Luk Fook Securities","https://www.hkexnews.hk/listedco/listconews/sehk/2015/0624/ltn20150624007.pdf"
"1470","Tic Tac International Holdings Company Limited","滴達國際控股有限公司","Global offering","28/04/2015","200000000","0.8","160","Quam","Brilliant Norton Securities; Great Roc Capital Securities; SBI","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0428/ltn20150428069.pdf"
"1790","TIL Enviro Limited","達力環保有限公司","Global offering","31/10/2018","250000000","0.6","150","Red Sun Capital","Opus Capital; China Yinsheng International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1031/ltn20181031019.pdf"
"1729","Time Interconnect Technology Limited","匯聚科技有限公司","Global offering","30/01/2018","460000000","0.5","230","Frontpage Capital","Wealth Link Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0130/ltn20180130005.pdf"
"1327","Time2U International Holding Limited","時間由你國際控股有限公司","Global offering","20/01/2015","260000000","1.3","338","Cinda International","Convoy Investment Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0120/ltn20150120029.pdf"
"9928","Times Neighborhood Holdings Limited","時代鄰里控股有限公司","Global offering","09/12/2019","161820000","5.8","938.556","Haitong","HeungKong","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1209/2019120900145.pdf"
"1939","Tokyo Chuo Auction Holdings Limited","東京中央拍賣控股有限公司","Global offering","27/09/2018","96520000","1.71","165.0492","CMB","Haitong; Sinolink Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0927/ltn20180927019.pdf"
"780","Tongcheng-Elong Holdings Limited","同程藝龍控股有限公司","Global offering","14/11/2018","143839600","12.65","1819.57094","Morgan Stanley; CMB","CITIC; Credit Suisse; CCB; ICBC; ABCI; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1114/ltn20181114019.pdf"
"2363","Tongda Hong Tai Holdings Limited","通達宏泰控股有限公司","Global offering","28/02/2018","37822500","2.3","86.99175","Messis Capital","Sinomax Securities; Sinolink Securities; RHB Securities Hong Kong; Changjiang","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0228/ltn20180228011.pdf"
"1752","Top Education Group Ltd","澳洲成峰高教集團有限公司","Global offering","27/04/2018","628400000","0.37","232.508","China Galaxy","CCB; Essence; First Capital; Ever-Long Securities; CEB; Lego; Long Asia Securities; Ballas Capital; China Goldjoy Securities; Huabang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0427/ltn20180427081.pdf"
"6110","Topsports International Holdings Limited","滔搏國際控股有限公司","Global offering","26/09/2019","930184000","10.1","9394.8584","Bank of America; Morgan Stanley","Goldman Sachs; CICC; HSBC; Credit Suisse; China Securities; ICBC; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0926/2019092600011.pdf"
"1875","TOT BIOPHARM International Company Limited","東曜藥業股份有限公司","Global offering","29/10/2019","90000000","7.55","679.5","ICBC","Yuanta Securities; China Renaissance; CEB; Luk Fook Securities; Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1029/2019102900009.pdf"
"1692","Town Ray Holdings Limited","登輝控股有限公司","Global offering","15/10/2019","100000000","1.3","130","Alliance Capital Partners","Sun International Securities; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1015/2019101500017.pdf"
"6628","Transcenta Holding Limited","創勝集團醫藥有限公司","Global offering","14/09/2021","40330000","16","645.28","Goldman Sachs; CICC","Bank of China; China Renaissance","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0914/2021091400015.pdf"
"2617","TransThera Sciences (Nanjing), Inc.","藥捷安康（南京）科技股份有限公司","Global offering","13/06/2025","15281000","13.15","200.94515","CITIC; Huatai","BOCOM; Bank of China; CMB; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0613/2025061300035.pdf"
"1710","Trio Industrial Electronics Group Limited","致豐工業電子集團有限公司","Global offering","13/11/2017","250000000","0.72","180","Halcyon","VMS Securities; Great Roc Capital Securities; KGI Capital Asia","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1113/ltn20171113015.pdf"
"9961","Trip.com Group Limited","攜程集團有限公司","Global offering","08/04/2021","31635600","333","10534.6548","CICC; Goldman Sachs","HSBC; CMB; ICBC; Bank of China; CCB; ABCI; DBS; Mizuho; Haitong; Nomura","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0408/2021040800019.pdf"
"1767","TS Wonders Holding Limited","環亞智富控股有限公司","Global offering","31/12/2018","250000000","0.55","137.5","Vinco Capital","Head & Shoulders Securities; I Win Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1231/ltn20181231027.pdf"
"1986","Tsaker Chemical Group Limited","彩客化學集團有限公司","Global offering","23/06/2015","125000000","5.51","688.75","Haitong","Bank of China; CEB; Guotai Junan; Bright Smart Securities International (H.K.); Kingsway; RHB OSK Securities Hong Kong","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0623/ltn20150623033.pdf"
"2119","Tsit Wing International Holdings Limited","捷榮國際控股有限公司","Global offering","30/04/2018","239200000","2.19","523.848","Bank of China","DBS; Kingsway; VBG Capital; China Galaxy; Prestige Securities; Lego","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0430/ltn20180430069.pdf"
"1701","Tu Yi Holding Company Limited","途屹控股有限公司","Global offering","18/06/2019","250000000","0.68","170","Innovax","Crosby Securities; Mason; BOA International Securities; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0618/ltn20190618043.pdf"
"9690","TUHU Car Inc.-W","途虎養車股份有限公司","Global offering","14/09/2023","40617100","31","1259.1301","Goldman Sachs; UBS; Bank of America","CMB; BOCOM; ICBC; ABCI; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0914/2023091400011.pdf"
"2391","Tuya Inc.","塗鴉智能","Global offering","22/06/2022","7300000","22.8","166.44","CICC; Bank of America; Morgan Stanley","CMB; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0622/2022062200189.pdf"
"6182","Twintek Investment Holdings Limited","乙德投資控股有限公司","Global offering","29/12/2017","200000000","0.68","136","Ample","Wealth Link Securities; AFG Securities; Aristo Securities; China Galaxy","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1229/ltn20171229047.pdf"
"3390","Tycoon Group Holdings Limited","滿貫集團控股有限公司","Global offering","30/03/2020","192420000","1.48","284.7816","Shenwan Hongyuan","Soochow; CEB; SPDB; Yue Xiu; GLAM Capital; Livermore Holdings; Valuable Capital; TradeMaster Securities; BOA MS Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0330/2020033000033.pdf"
"2410","TYK Medicines, Inc","浙江同源康醫藥股份有限公司","Global offering","12/08/2024","47880000","12.1","579.348","CITIC","Deutsche Bank; CMB; Haitong; Bank of China; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0812/2024081200005.pdf"
"9880","UBTECH ROBOTICS CORP LTD","深圳市優必選科技股份有限公司","Global offering","19/12/2023","11282000","116","1308.712","Guotai Junan","CITIC; China Securities; CMB; BNP Paribas; Shenwan Hongyuan; Huatai; ICBC; Bank of China; ABCI; CCB; Guosen; GF Securities; Patrons Securities; Futu; Valuable Capital; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1219/2023121900021.pdf"
"1948","UJU HOLDING LIMITED","優矩控股有限公司","Global offering","26/10/2021","120000000","9.16","1099.2","CMB; SBI","Guotai Junan; CITIC; Haitong; Valuable Capital; Essence; CCB; Shenwan Hongyuan; Bank of China; Futu; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1026/2021102600091.pdf"
"1711","Ulferts International Limited","歐化國際有限公司","Global offering","16/01/2018","200000000","0.62","124","Emperor; Octal Capital","The Bank of East Asia; Taiping Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0116/ltn20180116005.pdf"
"722","UMP Healthcare Holdings Limited","聯合醫務集團有限公司","Global offering","17/11/2015","184000000","2.2","404.80000000000007","","CIMB Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1117/ltn20151117013.pdf"
"2138","Union Medical Healthcare Limited","香港醫思醫療集團有限公司","Global offering","01/03/2016","245000000","3.88","950.6","Credit Suisse","Haitong; CIMB Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0301/ltn20160301017.pdf"
"9678","Unisound AI Technology Co., Ltd.","雲知聲智能科技股份有限公司","Global offering","20/06/2025","1560980","205","320.0009","CICC; Haitong","ABCI; Orient Securities; CMB; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0620/2025062000023.pdf"
"2337","United Strength Power Holdings Limited","眾誠能源控股有限公司","Global offering","29/09/2017","58626000","2.78","162.98028","GF Securities","China Industrial Securities; China Securities; Innovax; SPDB; Yue Xiu; China Investment Securities; Founder Securities; CNI Securities Group; Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0929/ltn20170929021.pdf"
"2195","Unity Enterprise Holdings Limited","盈滙企業控股有限公司","Global offering","19/03/2021","250000000","0.56","140","Grande Capital","Zhong Jia Securities; MTF Securities; Sinomax Securities; Vinco Capital; ChaoShang Securities; Get Nice Securities; Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0319/2021031900031.pdf"
"2666","Universal Medical Financial & Technical Advisory Services Company Limited","環球醫療金融與技術咨詢服務有限公司","Global offering","24/06/2015","423189500","10","4231.895","Goldman Sachs; Nomura","ICBC; CCB; CITIC; VMS Securities; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0624/ltn20150624037.pdf"
"2177","UNQ Holdings Limited","優趣匯控股有限公司","Global offering","28/06/2021","30690600","15.35","471.10071","CICC","Nomura; Bank of China; BOCOM; Futu; Haitong; Sunfund; Zhongtai; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0628/2021062800009.pdf"
"6113","UTS Marketing Solutions Holdings Limited","優腦思行銷方案集團有限公司","Global offering","22/06/2017","100000000","1.4","140","CLC International","CLC Securities; Ping An Securities; RHB Securities Hong Kong","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0622/ltn20170622014.pdf"
"1740","Values Cultural Investment Limited","新石文化投資有限公司","Global offering","30/12/2019","250000000","0.74","185","Zhongtai","Head & Shoulders Securities; Guosen; Bradbury Securities; I Win Securities; China Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1230/2019123000020.pdf"
"2260","Vanov Holdings Company Limited","環龍控股有限公司","Global offering","29/12/2021","114200000","0.01","","CMB","ABCI; CCB; Essence; CEB; Guosen; China Industrial Securities; Livermore Holdings; Huafu International Securities; SBI; China Tonghai; Zhongtai; Forwin Securities Group; I Win Securities; China Sky Securities; Eddid","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1229/2021122900033.pdf"
"2003","VCredit Holdings Limited","維信金科控股有限公司","Global offering","07/06/2018","68571800","23","1577.1514","Credit Suisse; Goldman Sachs","Deutsche Bank; Bank of China; Haitong; Opus Capital; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0607/ltn20180607017.htm"
"2500","Venus Medtech (Hangzhou) Inc.- B","杭州啓明醫療器械股份有限公司","Global offering","28/11/2019","78537500","33","2591.7375","Goldman Sachs; CICC; Credit Suisse; CMB","Haitong; Bank of China; ABCI; HSBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1128/2019112800029.pdf"
"2148","Vesync Co., Ltd","晨北科技股份有限公司","Global offering","08/12/2020","","","","BNP Paribas; Innovax","Haitong; China Industrial Securities; United Overseas Bank; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1208/2020120800023.pdf"
"1621","Vico International Holdings Limited","域高國際控股有限公司","Global offering","30/01/2018","250000000","0.5","125","Kingsway","Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0130/ltn20180130045.pdf"
"3878","Vicon Holdings Limited","偉高控股有限公司","Global offering","12/12/2017","100000000","0.01","","Innovax","Sun International Securities; Ping An Securities; Ever-Long Securities; Freeman Securities; Oceanwide Securities; Long Asia Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1212/ltn20171212003.pdf"
"1612","Vincent Medical Holdings Limited","永勝醫療控股有限公司","Global offering","30/06/2016","127600000","1.25","159.5","BOSC International","Crosby Securities; Shenwan Hongyuan; CIMB Securities; Halcyon","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0630/ltn20160630041.pdf"
"1565","Virscend Education Company Limited","成實外教育有限公司","Global offering","31/12/2015","750000000","2.92","2190","Macquarie","Haitong; Guotai Junan; China Industrial Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1231/ltn20151231021.pdf"
"2561","VISEN Pharmaceuticals","維昇藥業（上海）有限公司","Global offering","13/03/2025","9900000","75.28","745.272","Morgan Stanley; Jefferies","CITIC; Futu; Guoyuan Securities Brokerage; Soochow; Patrons Securities; Ruibang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0313/2025031300017.pdf"
"7827","Vision Deal HK Acquisition Corp. - Z [SPAC - Delisted 2025]","","Global offering","06/06/2022","","","","Citi; Haitong","CMB; Futu; Tiger Brokers; Opus Capital; Huatai; Zero2IPO Securities; ABCI; CCB","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0606/2022060600009.pdf"
"6133","Vital Mobile Holdings Limited","維太移動控股有限公司","Global offering","16/06/2015","212500000","3.06","650.25","Haitong","RHB OSK Securities HK; Convoy Investment Services; Astrum Capital Management; Bright Smart Securities International (H.K.)","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0616/ltn20150616041.pdf"
"1873","Viva Biotech Holdings","維亞生物科技控股集團","Global offering","25/04/2019","345000000","4.41","1521.45","CICC","Nomura; Bank of China; China Renaissance; Haitong; Daiwa; First Shanghai","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0425/ltn20190425035.pdf"
"933","VIVA GOODS COMPANY LIMITED","非凡領越有限公司","Global offering","20/06/2023","","","","Nomura","","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0620/2023062000028.pdf"
"3738","Vobile Group Limited","阜博集團有限公司","Global offering","19/12/2017","80000000","3.7","296","CITIC","Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1219/ltn20171219007.pdf"
"1608","VPower Group International Holdings Limited","偉能集團國際控股有限公司","Global offering","14/11/2016","560000000","3.47","1943.2","Bank of China; Citi","CMB; Haitong; HSBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1114/ltn20161114047.pdf"
"2683","Wah Sun Handbags International Holdings Limited","華新手袋國際控股有限公司","Global offering","10/01/2018","100000000","1.38","138","DBS","Aristo Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0110/ltn20180110011.pdf"
"9938","Wah Wo Holdings Group Limited","華和控股集團有限公司","Global offering","31/12/2019","250000000","0.54","135","First Shanghai","Guotai Junan; Shanxi Securities; Astrum Capital Management; Conrad Investment Services; Fruit Tree Securities; Quasar Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1231/2019123100069.pdf"
"1305","Wai Chi Holdings Company Limited","偉志控股有限公司","Global offering","04/11/2014","50000000","3.7","185","Changjiang","RHB OSK Securities Hong Kong; GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1104/ltn20141104011.pdf"
"3321","Wai Hung Group Holdings Limited","偉鴻集團控股有限公司","Global offering","29/03/2019","125000000","1.8","225","Red Sun Capital","Innovax; Ping An Securities; Astrum Capital Management; CLC Securities; GLAM Capital; I Win Securities; Opus Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0329/ltn20190329091.pdf"
"1718","Wan Kei Group Holdings Limited","宏基集團控股有限公司","Global offering","27/07/2015","200000000","0.85","170","Kingsway","Kingston","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0727/ltn201507271206.pdf"
"1243","Wang On Properties Limited","宏安地產有限公司","Global offering","30/03/2016","380000000","0.97","368.6","CLC International; Kingston","CLC Securities; Get Nice Securities; VMS Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0330/ltn20160330023.pdf"
"1400","Wang Tai Holdings Limited","宏太控股有限公司","Global offering","10/04/2014","250000000","0.82","205","Guotai Junan","","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0410/ltn20140410103.pdf"
"1735","Wang Yang Holdings Limited","泓盈控股有限公司","Global offering","19/03/2018","66000000","1.5","99","Dakin","Easy One Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0319/ltn20180319019.pdf"
"1762","Wanka Online Inc.","萬咖壹聯有限公司","Global offering","10/12/2018","76390000","4.62","352.9218","CICC; ICBC; Macquarie","ABCI; Orient Securities; Haitong; Finet Securities; Lead Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1210/ltn201812101134.pdf"
"2258","Watts International Maritime Engineering Limited","華滋國際海洋工程有限公司","Global offering","30/10/2018","206350000","1.56","321.906","Orient Capital","Orient Securities; Fortune; Silk Road International Capital; BOCOM; CCB; ChaoShang Securities; Haitong; SPDB; Alpha Financial Group","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1030/ltn20181030031.pdf"
"3848","Wealthy Way Group Limited","富道集團有限公司","Global offering","28/06/2017","36000000","5.56","200.16","Ample","ChaoShang Securities; Convoy Investment Services; China-Hong Kong Link Securities; Innovax; Pacific Foundation Securities; Wealth Link Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0628/ltn20170628045.pdf"
"1793","Wecon Holdings Limited","偉工控股有限公司","Global offering","30/01/2019","200000000","0.75","150","VMS Securities","First Shanghai; Caitong; Kam Fai Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0130/ltn20190130011.pdf"
"1343","Wei Yuan Holdings Limited","偉源控股有限公司","Global offering","25/02/2020","266000000","0.48","127.68","Grande Capital","Chuenman Securities; GLAM Capital; China Securities; Kam Fai Securities; Orient Securities; Shanxi Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0225/2020022500003.pdf"
"9898","Weibo Corporation - SW","微博公司","Global offering","29/11/2021","11000000","388","4268","Goldman Sachs; Credit Suisse; CITIC; CICC","Nomura; Deutsche Bank; Haitong; Huatai; Valuable Capital; ABCI; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1129/2021112900007.pdf"
"1845","Weigang Environmental Technology Holding Group Limited","維港環保科技控股集團有限公司","Global offering","19/12/2018","312471000","1","312.471","Bank of China","Haitong; CEB; Livermore Holdings; Winsome Capital; 9F Primasia","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1219/ltn20181219009.pdf"
"9677","Weihai City Commercial Bank Co., Ltd","威海市商業銀行股份有限公司","Global offering","29/09/2020","877271000","3.51","3079.22121","Huatai; CICC; CMB","CSFG International Securities; Forthright Securities; Sheng Yuan Securities; Zhongtai; CCB; ABCI; ICBC; Haitong; Maxa Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0929/2020092900011.pdf"
"2372","WEIli Holdings Limited","偉立控股有限公司","Global offering","17/06/2022","200000000","0.67","134.00000000000003","Grande Capital","First Shanghai; CRIC Securities; Zhongtai; Valuable Capital; Cinda International; Livermore Holdings; China Galaxy; Kingsway","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0617/2022061700063.pdf"
"9985","WEILONG Delicious Global Holdings Ltd","卫龙美味全球控股有限公司","Global offering","05/12/2022","96397000","11.4","1098.9258","Morgan Stanley; CICC; UBS","BNP Paribas; Futu; CCB; Silverbricks Securities; I Win Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1205/2022120500015.pdf"
"2013","Weimob Inc","微盟集團","Global offering","31/12/2018","301700000","3.5","1055.95","Deutsche Bank; Haitong","CICC; Guotai Junan; CCB; Bank of China; Futu; China Industrial Securities; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1231/ltn20181231031.pdf"
"1570","Weiye Holdings Limited","偉業控股有限公司","Global offering","29/03/2016","","","","CLC International","","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0329/ltn20160329133.pdf"
"2477","Wellcell Holdings Co., Limited","經緯天地控股有限公司","Global offering","28/12/2023","125000000","1.3","162.5","Halcyon; Eddid","CEB; Beta International Securities; CMB; China PA Securities; Quam; Maxa Capital; SBI; SPDB; Innovax; Cinda International; Patrons Securities; Goldlink","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1228/2023122800033.pdf"
"1379","Wenling Zhejiang Measuring and Cutting Tools Trading Centre Company Limited","温嶺浙江工量刃具交易中心股份有限公司","Global offering","25/10/2019","20000000","6.75","135","Cinda International","ChaoShang Securities; Head & Shoulders Securities; Paragon Securities; Solomon JFZ Holdings; China Galaxy; I Win Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1025/2019102500017.pdf"
"1802","Wenye Group Holdings Limited","文業集團控股有限公司","Global offering","31/12/2019","148500000","1.37","203.44500000000002","Fortune","Kingsway; Hung Sing Securities; Wilson Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1231/2019123100077.pdf"
"2120","Wenzhou Kangning Hospital Co., Ltd.","溫州康寧醫院股份有限公司","Global offering","10/11/2015","17600000","38.7","681.12","Citi; CITIC","","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1110/ltn20151110007.pdf"
"288","WH Group Limited","萬洲國際有限公司","Global offering","15/04/2014","3654980000","11.25","41118.525","Bank of China; Morgan Stanley; Standard Chartered; CITIC; Goldman Sachs; UBS; DBS","Barclays; CICC; Deutsche Bank; ICBC; Credit Suisse; Bank of America; Credit Agricole; Jefferies; Citi; CMB; CCB; Daiwa; Nomura; Haitong; Guosen; HSBC; ABCI; BOCOM","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0415/ltn20140415117.pdf"
"1997","Wharf Real Estate Investment Company Limited","九龍倉置業地產投資有限公司","Global offering","09/11/2017","","","","HSBC; Somerley Capital","","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1109/ltn20171109017.pdf"
"994","Win Win Way Construction Holdings Ltd.","恆誠建築控股有限公司","Global offering","30/06/2017","128000000","1","128","KGI Capital Asia","Great Roc Capital Securities; VMS Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0630/ltn20170630023.pdf"
"6080","Wing Chi Holdings Limited","榮智控股有限公司","Global offering","29/09/2017","225000000","0.52","117","Dakin","Ample; ChaoShang Securities; Pacific Foundation Securities; Head & Shoulders Securities; China Securities; China-Hong Kong Link Securities; Grand Partners Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0929/ltn201709291233.pdf"
"9639","Wing Lee Development Construction Holdings Limited","榮利營造控股有限公司","Global offering","27/09/2024","250000000","0.01","","Alliance Capital Partners","China Galaxy; CMB; ABCI; Haitong; China Industrial Securities; Cinda International; Phillip Securities; Futu; Gaoyu Securities; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0927/2024092700039.pdf"
"6068","Wisdom Education International Holdings Company Limited","睿見教育國際控股有限公司","Global offering","16/01/2017","500000000","2.28","1140","BNP Paribas","Bank of China; Citi; CITIC; CMB; ABCI; CCB; Haitong; Ping An Securities; Pacific Foundation Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0116/ltn20170116027.pdf"
"9918","Wise Ally International Holdings Limited","麗年國際控股有限公司","Global offering","27/12/2019","500000000","0.31","155","WAG Worldsec Corporate Finance","Huajin Securities (International); Aristo Securities; CEB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1227/2019122700095.pdf"
"2481","Wise Living Technology Co., Ltd","慧居科技股份有限公司","Global offering","28/06/2023","75600000","4.2","317.52","Guotai Junan","Orient Securities; CEB; ABCI; China Galaxy; Kingsway; Livermore Holdings; Fortune","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0628/2023062800029.pdf"
"6100","Wise Talent Information Technology Co., Ltd","有才天下信息技術有限公司","Global offering","19/06/2018","88000000","35.5","3124","Morgan Stanley","Huatai; UBS","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0619/ltn20180619015.pdf"
"2535","WK Group (Holdings) Limited","泓基集團","Global offering","29/02/2024","500000000","0.27","135","","","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0229/2024022900013.pdf"
"2651","Wuhan Dazhong Dental Medical Co., Ltd.","武漢大眾口腔醫療股份有限公司","Global offering","30/06/2025","10861800","21.4","232.44251999999997","Haitong","Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000019.pdf"
"2881","Wuhan Youji Holdings Ltd.","武漢有機控股有限公司","Global offering","07/06/2024","18300000","8.5","155.55","BOCOM","ABCI; CCB; CEB; China Industrial Securities; CMB; Essence; Fortune; Futu; ICBC; Phillip Securities; Quam; SPDB; Yue Xiu; Zhongtai; China Sunrise; CNI Securities Group; Maxa Capital; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0607/2024060700013.pdf"
"2496","Wuhan YZY Biopharma Co., Ltd.","武漢友芝友生物製藥股份有限公司","Global offering","13/09/2023","11001200","20","220.024","China Securities","Guotai Junan; CCB; Bank of China; TFI Securities and Futures; China Galaxy; Livermore Holdings; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0913/2023091300013.pdf"
"2359","WuXi AppTec Co., Ltd.","無錫藥明康德新藥開發股份有限公司","Global offering","03/12/2018","116474200","71.5","8327.9053","Morgan Stanley; Huatai; Goldman Sachs","UBS; CMB; China Renaissance; Bank of China; CITIC","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1203/ltn20181203003.pdf"
"2269","WuXi Biologics (Cayman) Inc.","藥明生物技術有限公司","Global offering","31/05/2017","192982500","20.6","3975.4395000000004","Bank of America; Morgan Stanley; CMB","Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0531/ltn20170531019.pdf"
"1289","Wuxi Sunlit Science and Technology Company Limited","無錫盛力達科技股份有限公司","Global offering","30/10/2014","32000000","7.72","247.04","CMB","Ping An Securities; SBI; Sun International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1030/ltn20141030025.pdf"
"2268","WuXi XDC Cayman Inc.","藥明合聯生物技術有限公司","Global offering","07/11/2023","178446000","20.6","3675.9876000000004","Morgan Stanley; Goldman Sachs","CICC; Citi; Huatai","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1107/2023110700021.pdf"
